referrer,views_total,views_unique
github.com,705,73
nutui.jd.com,98,29
Google,60,27
Baidu,39,37
cn.bing.com,31,12
ext.dcloud.net.cn,14,5
Bing,9,7
gitee.com,6,5
npmjs.com,5,1
uni-helper.js.org,2,2
