time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-24 00:00:00+00:00,,,140,49
2024-07-25 00:00:00+00:00,2.0,2.0,247,40
2024-07-26 00:00:00+00:00,5.0,2.0,164,56
2024-07-27 00:00:00+00:00,2.0,2.0,61,11
2024-07-28 00:00:00+00:00,,,160,17
2024-07-29 00:00:00+00:00,12.0,6.0,430,45
2024-07-30 00:00:00+00:00,18.0,9.0,297,73
2024-07-31 00:00:00+00:00,2.0,2.0,131,52
2024-08-01 00:00:00+00:00,12.0,6.0,134,45
2024-08-02 00:00:00+00:00,9.0,6.0,136,44
2024-08-03 00:00:00+00:00,1.0,1.0,59,15
2024-08-04 00:00:00+00:00,1.0,1.0,49,19
2024-08-05 00:00:00+00:00,47.0,16.0,392,61
2024-08-06 00:00:00+00:00,27.0,6.0,306,46
