referrer,views_total,views_unique
github.com,703,79
nutui.jd.com,128,28
gitee.com,73,6
Baidu,64,28
mail.qq.com,30,2
cn.bing.com,18,13
link.juejin.cn,11,3
Google,8,8
ext.dcloud.net.cn,8,6
hellogithub.com,5,3
