referrer,views_total,views_unique
github.com,900,93
nutui.jd.com,168,39
gitee.com,76,8
Baidu,70,28
mail.qq.com,30,2
ext.dcloud.net.cn,19,11
cn.bing.com,16,14
Google,15,14
link.juejin.cn,12,4
npmjs.com,4,2
