referrer,views_total,views_unique
github.com,164,51
Google,41,21
Baidu,32,25
nutui.jd.com,29,20
ext.dcloud.net.cn,10,5
mini.ant.design,10,1
cn.bing.com,9,3
npmjs.com,5,3
gitee.com,3,3
Bing,2,2
