referrer,views_total,views_unique
github.com,883,104
nutui.jd.com,56,27
Baidu,41,38
cn.bing.com,37,11
ext.dcloud.net.cn,33,7
Google,12,11
Bing,10,8
m.baidu.com,5,3
mail.qq.com,4,3
gitee.com,3,2
