url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,474,216
/nutui-uniapp/nutui-uniapp/issues,193,66
/nutui-uniapp/nutui-uniapp/releases,124,62
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,62,20
/nutui-uniapp/nutui-uniapp/pulls,54,13
/nutui-uniapp/nutui-uniapp/tree/main/example,42,15
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,35,12
/nutui-uniapp/nutui-uniapp/issues/152,31,10
/nutui-uniapp/nutui-uniapp/tree/main/example/src,29,10
/nutui-uniapp/nutui-uniapp/commits/main,28,8
