referrer,views_total,views_unique
github.com,622,89
nutui.jd.com,43,23
Baidu,41,38
cn.bing.com,39,12
ext.dcloud.net.cn,39,8
npmjs.com,23,2
Google,16,13
Bing,12,9
m.baidu.com,5,3
gitee.com,4,3
