time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-18 00:00:00+00:00,10,10,54,27
2025-11-19 00:00:00+00:00,7,7,29,26
2025-11-20 00:00:00+00:00,19,17,67,35
2025-11-21 00:00:00+00:00,9,9,121,28
2025-11-22 00:00:00+00:00,13,11,21,18
2025-11-23 00:00:00+00:00,4,4,19,13
2025-11-24 00:00:00+00:00,18,18,58,35
2025-11-25 00:00:00+00:00,11,11,34,26
2025-11-26 00:00:00+00:00,7,6,104,21
2025-11-27 00:00:00+00:00,7,7,63,30
2025-11-28 00:00:00+00:00,8,8,46,24
2025-11-29 00:00:00+00:00,7,7,15,12
2025-11-30 00:00:00+00:00,7,7,30,14
2025-12-01 00:00:00+00:00,58,20,59,31
