referrer,views_total,views_unique
github.com,275,100
Baidu,88,66
Google,45,27
nutui.jd.com,29,15
Bing,15,5
gitee.com,14,4
ext.dcloud.net.cn,10,4
cn.bing.com,8,6
gitcode.com,2,1
npmjs.com,2,1
